transaction_id,customer_id,customer_name,timestamp,amount_kes,transaction_type,channel
TXN1784,CUST075,Kevin Kiptoo,2026-06-19 09:27:00,2300,Withdrawal,Branch
TXN1712,CUST047,Dennis Kilonzo,2026-06-19 09:33:00,15600,Withdrawal,Branch
TXN1771,CUST071,James Hassan,2026-06-19 09:34:00,750,Transfer,Agent
TXN1643,CUST002,Beatrice Otieno,2026-06-19 09:39:00,12000,Deposit,Branch
TXN1687,CUST028,Nancy Achieng,2026-06-19 09:40:00,6700,Deposit,Mobile
TXN1737,CUST056,Susan Odhiambo,2026-06-19 09:40:00,1200,Deposit,ATM
TXN1788,CUST077,Victor Wafula,2026-06-19 09:49:00,5400,Transfer,Mobile
TXN1795,CUST079,Anthony Nyambura,2026-06-19 09:51:00,6700,Deposit,Mobile
TXN1680,CUST024,Anthony Achieng,2026-06-19 10:09:00,27500,Withdrawal,Agent
TXN1698,CUST031,Susan Gathoni,2026-06-19 10:14:00,11200,Withdrawal,Agent
TXN1671,CUST014,David Gathoni,2026-06-19 10:15:00,1200,Withdrawal,Mobile
TXN1650,CUST005,Sarah Otieno,2026-06-19 10:29:00,1200,Transfer,Branch
TXN1735,CUST056,Susan Odhiambo,2026-06-19 10:33:00,4200,Deposit,Branch
TXN1790,CUST078,Caroline Kilonzo,2026-06-19 10:42:00,750,Transfer,ATM
TXN1787,CUST077,Victor Wafula,2026-06-19 10:43:00,8900,Withdrawal,Branch
TXN1781,CUST074,Sarah Mwangi,2026-06-19 10:50:00,18300,Deposit,Branch
TXN1715,CUST049,Susan Njoki,2026-06-19 10:54:00,6700,Transfer,Mobile
TXN1670,CUST014,David Gathoni,2026-06-19 10:57:00,8900,Transfer,Mobile
TXN1717,CUST049,Susan Njoki,2026-06-19 11:04:00,1200,Withdrawal,Mobile
TXN1774,CUST072,Joyce Kariuki,2026-06-19 11:19:00,6700,Deposit,ATM
TXN1651,CUST006,Francis Achieng,2026-06-19 11:24:00,750,Withdrawal,Agent
TXN1668,CUST012,Anthony Kimani,2026-06-19 11:34:00,500,Withdrawal,Agent
TXN1673,CUST016,David Kariuki,2026-06-19 11:34:00,500,Transfer,Agent
TXN1716,CUST049,Susan Njoki,2026-06-19 11:45:00,4200,Withdrawal,Agent
TXN1656,CUST008,Josephine Onyango,2026-06-19 11:48:00,9800,Transfer,Agent
TXN1683,CUST026,Rebecca Njoki,2026-06-19 11:52:00,22000,Withdrawal,Agent
TXN1794,CUST079,Anthony Nyambura,2026-06-19 11:58:00,750,Deposit,Branch
TXN1658,CUST009,Fatuma Kariuki,2026-06-19 12:03:00,9800,Transfer,Agent
TXN1748,CUST062,Beatrice Njeri,2026-06-19 12:16:00,6700,Deposit,ATM
TXN1674,CUST018,Mercy Kiptoo,2026-06-19 12:20:00,500,Transfer,ATM
TXN1770,CUST071,James Hassan,2026-06-19 12:21:00,5400,Transfer,Mobile
TXN1796,CUST079,Anthony Nyambura,2026-06-19 12:24:00,3400,Transfer,Agent
TXN1744,CUST061,Ann Chebet,2026-06-19 12:31:00,27500,Transfer,Branch
TXN1645,CUST003,Fatuma Wafula,2026-06-19 12:33:00,5400,Deposit,Branch
TXN1745,CUST062,Beatrice Njeri,2026-06-19 12:33:00,9800,Deposit,Agent
TXN1719,CUST050,Peter Wambui,2026-06-19 12:44:00,1200,Transfer,ATM
TXN1730,CUST054,Paul Chebet,2026-06-19 12:45:00,1800,Deposit,Agent
TXN1666,CUST012,Anthony Kimani,2026-06-19 12:49:00,15600,Transfer,Mobile
TXN1714,CUST049,Susan Njoki,2026-06-19 12:53:00,22000,Withdrawal,Agent
TXN1738,CUST056,Susan Odhiambo,2026-06-19 12:53:00,15600,Withdrawal,ATM
TXN1722,CUST051,Daniel Njoki,2026-06-19 13:09:00,12000,Deposit,ATM
TXN1644,CUST003,Fatuma Wafula,2026-06-19 13:14:00,27500,Withdrawal,Agent
TXN1681,CUST025,Caroline Kimani,2026-06-19 13:22:00,34500,Transfer,Branch
TXN1757,CUST066,Mercy Onyango,2026-06-19 13:25:00,27500,Deposit,ATM
TXN1696,CUST031,Susan Gathoni,2026-06-19 13:26:00,12000,Transfer,Branch
TXN1721,CUST051,Daniel Njoki,2026-06-19 13:27:00,9800,Transfer,ATM
TXN1773,CUST072,Joyce Kariuki,2026-06-19 13:32:00,15600,Transfer,Mobile
TXN1726,CUST053,Anthony Muthoni,2026-06-19 13:44:00,34500,Deposit,ATM
TXN1750,CUST064,Eric Chebet,2026-06-19 13:50:00,8900,Transfer,Agent
TXN1705,CUST036,Diana Omondi,2026-06-19 13:55:00,3400,Deposit,Mobile
TXN1648,CUST004,Lucy Odhiambo,2026-06-19 13:59:00,11200,Deposit,Mobile
TXN1789,CUST077,Victor Wafula,2026-06-19 14:06:00,5400,Withdrawal,Mobile
TXN1637,CUST001,George Hassan,2026-06-19 14:07:00,500,Deposit,Mobile
TXN1693,CUST030,Josephine Nyambura,2026-06-19 14:13:00,9800,Withdrawal,Mobile
TXN1741,CUST058,John Njeri,2026-06-19 14:42:00,1800,Deposit,ATM
TXN1707,CUST040,John Omondi,2026-06-19 14:43:00,12000,Withdrawal,ATM
TXN1742,CUST059,David Achieng,2026-06-19 14:44:00,2300,Deposit,ATM
TXN1759,CUST066,Mercy Onyango,2026-06-19 14:44:00,15600,Deposit,ATM
TXN1692,CUST029,Rose Wafula,2026-06-19 14:55:00,22000,Withdrawal,Agent
TXN1768,CUST070,Samuel Njoki,2026-06-19 14:55:00,1200,Transfer,ATM
TXN1691,CUST029,Rose Wafula,2026-06-19 15:01:00,11200,Transfer,Branch
TXN1689,CUST029,Rose Wafula,2026-06-19 15:13:00,34500,Withdrawal,Agent
TXN1685,CUST026,Rebecca Njoki,2026-06-19 15:17:00,11200,Transfer,Agent
TXN1720,CUST050,Peter Wambui,2026-06-19 15:18:00,34500,Deposit,ATM
TXN1642,CUST002,Beatrice Otieno,2026-06-19 15:30:00,1200,Withdrawal,Mobile
TXN1710,CUST043,Rose Onyango,2026-06-19 15:38:00,6700,Transfer,ATM
TXN1727,CUST053,Anthony Muthoni,2026-06-19 15:42:00,9800,Deposit,Mobile
TXN1639,CUST001,George Hassan,2026-06-19 15:59:00,8900,Transfer,ATM
TXN1734,CUST055,Dennis Wanjiru,2026-06-19 16:14:00,3400,Withdrawal,Agent
TXN1709,CUST041,Victor Mwangi,2026-06-19 16:15:00,5400,Transfer,Mobile
TXN1690,CUST029,Rose Wafula,2026-06-19 16:23:00,3400,Withdrawal,Branch
TXN1649,CUST005,Sarah Otieno,2026-06-19 16:30:00,9800,Withdrawal,Mobile
TXN1729,CUST054,Paul Chebet,2026-06-19 16:34:00,12000,Withdrawal,ATM
TXN1652,CUST007,Grace Njoki,2026-06-19 16:36:00,27500,Transfer,Branch
TXN1646,CUST003,Fatuma Wafula,2026-06-19 16:39:00,1200,Withdrawal,Branch
TXN1678,CUST022,Rebecca Mwangi,2026-06-19 16:41:00,9800,Withdrawal,ATM
TXN1675,CUST019,Victor Hassan,2026-06-19 16:43:00,9800,Withdrawal,Mobile
TXN1679,CUST022,Rebecca Mwangi,2026-06-19 16:45:00,9800,Withdrawal,Mobile
TXN1732,CUST055,Dennis Wanjiru,2026-06-19 16:48:00,750,Deposit,ATM
TXN1662,CUST011,Josephine Otieno,2026-06-19 16:49:00,8900,Withdrawal,Mobile
TXN1700,CUST032,Susan Odhiambo,2026-06-19 16:50:00,4200,Deposit,Agent
TXN1780,CUST074,Sarah Mwangi,2026-06-19 16:52:00,9800,Withdrawal,Agent
TXN1723,CUST052,David Kiptoo,2026-06-19 17:00:00,6700,Transfer,Agent
TXN1736,CUST056,Susan Odhiambo,2026-06-19 17:11:00,3400,Transfer,ATM
TXN1756,CUST065,Rebecca Wambui,2026-06-19 17:13:00,9800,Withdrawal,Mobile
TXN1763,CUST068,Victor Odhiambo,2026-06-19 17:18:00,34500,Deposit,ATM
TXN1791,CUST078,Caroline Kilonzo,2026-06-19 17:27:00,3400,Withdrawal,Branch
TXN1749,CUST064,Eric Chebet,2026-06-19 17:31:00,1800,Withdrawal,Branch
TXN1777,CUST073,Amina Njeri,2026-06-19 17:31:00,41000,Withdrawal,Agent
TXN1713,CUST048,Rose Gathoni,2026-06-19 17:34:00,3400,Transfer,Mobile
TXN1797,CUST080,Mercy Omondi,2026-06-19 17:34:00,1800,Withdrawal,ATM
TXN1654,CUST008,Josephine Onyango,2026-06-19 17:36:00,2300,Deposit,Agent
TXN1682,CUST025,Caroline Kimani,2026-06-19 17:38:00,41000,Deposit,Branch
TXN1703,CUST035,Peter Gathoni,2026-06-19 17:39:00,18300,Withdrawal,Mobile
TXN1731,CUST055,Dennis Wanjiru,2026-06-19 17:43:00,9800,Withdrawal,Branch
TXN1694,CUST030,Josephine Nyambura,2026-06-19 17:46:00,500,Withdrawal,ATM
TXN1758,CUST066,Mercy Onyango,2026-06-19 17:48:00,500,Withdrawal,ATM
TXN1684,CUST026,Rebecca Njoki,2026-06-19 17:49:00,34500,Transfer,ATM
TXN1740,CUST058,John Njeri,2026-06-19 17:51:00,27500,Transfer,Agent
TXN1695,CUST030,Josephine Nyambura,2026-06-19 17:55:00,11200,Withdrawal,Branch
TXN1708,CUST041,Victor Mwangi,2026-06-19 17:58:00,12000,Deposit,Mobile
TXN1669,CUST013,Joyce Gathoni,2026-06-19 18:01:00,5400,Withdrawal,ATM
TXN1653,CUST007,Grace Njoki,2026-06-19 18:02:00,34500,Withdrawal,Branch
TXN1762,CUST068,Victor Odhiambo,2026-06-19 18:12:00,12000,Transfer,Mobile
TXN1782,CUST074,Sarah Mwangi,2026-06-19 18:13:00,41000,Transfer,ATM
TXN1739,CUST057,Ruth Kilonzo,2026-06-19 18:16:00,12000,Withdrawal,Agent
TXN1779,CUST073,Amina Njeri,2026-06-19 18:20:00,500,Transfer,Mobile
TXN1724,CUST053,Anthony Muthoni,2026-06-19 18:24:00,6700,Withdrawal,Mobile
TXN1783,CUST075,Kevin Kiptoo,2026-06-19 18:28:00,5400,Withdrawal,Mobile
TXN1647,CUST004,Lucy Odhiambo,2026-06-19 18:29:00,9800,Transfer,ATM
TXN1728,CUST054,Paul Chebet,2026-06-19 18:41:00,22000,Transfer,Agent
TXN1743,CUST059,David Achieng,2026-06-19 18:51:00,4200,Transfer,Branch
TXN1704,CUST035,Peter Gathoni,2026-06-19 19:13:00,11200,Withdrawal,ATM
TXN1660,CUST009,Fatuma Kariuki,2026-06-19 19:15:00,11200,Withdrawal,Branch
TXN1753,CUST065,Rebecca Wambui,2026-06-19 19:16:00,11200,Withdrawal,ATM
TXN1793,CUST079,Anthony Nyambura,2026-06-19 19:20:00,34500,Transfer,Branch
TXN1778,CUST073,Amina Njeri,2026-06-19 19:21:00,5400,Deposit,Mobile
TXN1699,CUST031,Susan Gathoni,2026-06-19 19:27:00,750,Deposit,ATM
TXN1764,CUST068,Victor Odhiambo,2026-06-19 19:29:00,2300,Withdrawal,Branch
TXN1659,CUST009,Fatuma Kariuki,2026-06-19 19:30:00,27500,Deposit,Branch
TXN1677,CUST019,Victor Hassan,2026-06-19 19:31:00,12000,Deposit,ATM
TXN1718,CUST050,Peter Wambui,2026-06-19 19:35:00,11200,Deposit,Mobile
TXN1655,CUST008,Josephine Onyango,2026-06-19 19:50:00,6700,Withdrawal,Mobile
TXN1761,CUST068,Victor Odhiambo,2026-06-19 19:52:00,500,Transfer,Branch
TXN1765,CUST070,Samuel Njoki,2026-06-19 20:00:00,2300,Deposit,Mobile
TXN1640,CUST001,George Hassan,2026-06-19 20:09:00,41000,Deposit,Agent
TXN1701,CUST033,Diana Kariuki,2026-06-19 20:19:00,8900,Withdrawal,Agent
TXN1676,CUST019,Victor Hassan,2026-06-19 20:26:00,1200,Withdrawal,Agent
TXN1667,CUST012,Anthony Kimani,2026-06-19 20:31:00,9800,Withdrawal,Agent
TXN1775,CUST072,Joyce Kariuki,2026-06-19 20:34:00,750,Deposit,Branch
TXN1754,CUST065,Rebecca Wambui,2026-06-19 20:37:00,3400,Transfer,Branch
TXN1657,CUST009,Fatuma Kariuki,2026-06-19 20:40:00,6700,Deposit,ATM
TXN1755,CUST065,Rebecca Wambui,2026-06-19 20:45:00,41000,Deposit,Mobile
TXN1733,CUST055,Dennis Wanjiru,2026-06-19 20:46:00,11200,Transfer,ATM
TXN1766,CUST070,Samuel Njoki,2026-06-19 20:48:00,5400,Transfer,ATM
TXN1785,CUST075,Kevin Kiptoo,2026-06-19 20:56:00,1800,Transfer,ATM
TXN1702,CUST035,Peter Gathoni,2026-06-19 20:57:00,6700,Withdrawal,Agent
TXN1809,CUST011,Josephine Otieno,2026-06-20 07:02:00,1200,Transfer,Mobile
TXN1843,CUST031,Susan Gathoni,2026-06-20 07:19:00,22000,Transfer,Mobile
TXN1873,CUST045,Rebecca Gathoni,2026-06-20 07:37:00,8900,Deposit,Agent
TXN1898,CUST058,John Njeri,2026-06-20 07:44:00,27500,Withdrawal,Mobile
TXN1812,CUST013,Joyce Gathoni,2026-06-20 07:53:00,22000,Deposit,Branch
TXN1818,CUST016,David Kariuki,2026-06-20 08:00:00,2300,Withdrawal,ATM
TXN1842,CUST030,Josephine Nyambura,2026-06-20 08:14:00,9800,Transfer,ATM
TXN1846,CUST032,Susan Odhiambo,2026-06-20 08:22:00,12000,Deposit,Mobile
TXN1811,CUST011,Josephine Otieno,2026-06-20 08:23:00,4200,Deposit,Branch
TXN1902,CUST060,Paul Hassan,2026-06-20 08:30:00,6700,Deposit,Agent
TXN1857,CUST040,John Omondi,2026-06-20 08:32:00,9800,Deposit,Agent
TXN1824,CUST020,Kennedy Kimani,2026-06-20 08:38:00,9800,Withdrawal,Mobile
TXN1833,CUST027,Anthony Otieno,2026-06-20 08:41:00,11200,Transfer,Branch
TXN1909,CUST063,Peter Mwangi,2026-06-20 08:41:00,22000,Transfer,Branch
TXN1799,CUST004,Lucy Odhiambo,2026-06-20 08:42:00,5400,Transfer,Mobile
TXN1822,CUST019,Victor Hassan,2026-06-20 08:42:00,41000,Withdrawal,Branch
TXN1884,CUST052,David Kiptoo,2026-06-20 08:48:00,15600,Transfer,Mobile
TXN1838,CUST029,Rose Wafula,2026-06-20 08:50:00,750,Withdrawal,Branch
TXN1844,CUST031,Susan Gathoni,2026-06-20 08:56:00,22000,Deposit,ATM
TXN1936,CUST080,Mercy Omondi,2026-06-20 08:58:00,22000,Transfer,ATM
TXN1863,CUST042,Faith Hassan,2026-06-20 09:00:00,750,Withdrawal,Branch
TXN1889,CUST054,Paul Chebet,2026-06-20 09:13:00,9800,Transfer,Mobile
TXN1879,CUST048,Rose Gathoni,2026-06-20 09:17:00,34500,Deposit,ATM
TXN1802,CUST007,Grace Njoki,2026-06-20 09:30:00,750,Withdrawal,Agent
TXN1895,CUST056,Susan Odhiambo,2026-06-20 09:41:00,12000,Transfer,Agent
TXN1804,CUST009,Fatuma Kariuki,2026-06-20 09:42:00,8900,Withdrawal,Branch
TXN1926,CUST070,Samuel Njoki,2026-06-20 09:51:00,15600,Withdrawal,Branch
TXN1820,CUST018,Mercy Kiptoo,2026-06-20 09:53:00,750,Withdrawal,ATM
TXN1856,CUST040,John Omondi,2026-06-20 09:59:00,750,Transfer,ATM
TXN1911,CUST064,Eric Chebet,2026-06-20 10:07:00,12000,Withdrawal,Agent
TXN1851,CUST035,Peter Gathoni,2026-06-20 10:22:00,12000,Deposit,ATM
TXN1839,CUST029,Rose Wafula,2026-06-20 10:37:00,18300,Transfer,Branch
TXN1823,CUST019,Victor Hassan,2026-06-20 10:38:00,27500,Transfer,Mobile
TXN1908,CUST062,Beatrice Njeri,2026-06-20 10:42:00,1200,Deposit,Agent
TXN1832,CUST027,Anthony Otieno,2026-06-20 10:55:00,1200,Deposit,ATM
TXN1813,CUST013,Joyce Gathoni,2026-06-20 11:06:00,2300,Withdrawal,Mobile
TXN1897,CUST057,Ruth Kilonzo,2026-06-20 11:06:00,11200,Transfer,Mobile
TXN1877,CUST047,Dennis Kilonzo,2026-06-20 11:07:00,5400,Transfer,ATM
TXN1885,CUST052,David Kiptoo,2026-06-20 11:10:00,4200,Transfer,Mobile
TXN1847,CUST032,Susan Odhiambo,2026-06-20 11:21:00,1800,Deposit,Branch
TXN1850,CUST035,Peter Gathoni,2026-06-20 11:21:00,3400,Deposit,Branch
TXN1858,CUST040,John Omondi,2026-06-20 11:23:00,8900,Transfer,ATM
TXN1845,CUST032,Susan Odhiambo,2026-06-20 11:29:00,3400,Deposit,Branch
TXN1800,CUST004,Lucy Odhiambo,2026-06-20 11:31:00,11200,Withdrawal,ATM
TXN1866,CUST043,Rose Onyango,2026-06-20 11:49:00,34500,Withdrawal,ATM
TXN1894,CUST055,Dennis Wanjiru,2026-06-20 11:57:00,1200,Transfer,ATM
TXN1906,CUST062,Beatrice Njeri,2026-06-20 12:04:00,750,Transfer,Mobile
TXN1869,CUST044,Grace Njoki,2026-06-20 12:10:00,41000,Deposit,Mobile
TXN1924,CUST070,Samuel Njoki,2026-06-20 12:16:00,500,Withdrawal,Agent
TXN1918,CUST066,Mercy Onyango,2026-06-20 12:19:00,2300,Withdrawal,Branch
TXN1805,CUST009,Fatuma Kariuki,2026-06-20 12:22:00,18300,Deposit,Branch
TXN1931,CUST077,Victor Wafula,2026-06-20 12:24:00,2300,Withdrawal,Branch
TXN1876,CUST047,Dennis Kilonzo,2026-06-20 12:25:00,9800,Deposit,ATM
TXN1903,CUST060,Paul Hassan,2026-06-20 12:33:00,41000,Withdrawal,Branch
TXN1883,CUST050,Peter Wambui,2026-06-20 12:38:00,11200,Deposit,Branch
TXN1806,CUST009,Fatuma Kariuki,2026-06-20 12:47:00,11200,Withdrawal,Mobile
TXN1922,CUST068,Victor Odhiambo,2026-06-20 12:50:00,9800,Deposit,Branch
TXN1852,CUST035,Peter Gathoni,2026-06-20 12:56:00,27500,Transfer,Branch
TXN1916,CUST066,Mercy Onyango,2026-06-20 13:00:00,34500,Deposit,Agent
TXN1890,CUST054,Paul Chebet,2026-06-20 13:04:00,27500,Withdrawal,Branch
TXN1865,CUST042,Faith Hassan,2026-06-20 13:11:00,41000,Transfer,Agent
TXN1887,CUST052,David Kiptoo,2026-06-20 13:25:00,22000,Deposit,Agent
TXN1891,CUST055,Dennis Wanjiru,2026-06-20 13:25:00,5400,Transfer,Agent
TXN1910,CUST063,Peter Mwangi,2026-06-20 13:29:00,18300,Withdrawal,Agent
TXN1853,CUST036,Diana Omondi,2026-06-20 13:33:00,500,Withdrawal,Branch
TXN1810,CUST011,Josephine Otieno,2026-06-20 13:41:00,3400,Deposit,Agent
TXN1867,CUST044,Grace Njoki,2026-06-20 13:41:00,1800,Transfer,ATM
TXN1934,CUST080,Mercy Omondi,2026-06-20 13:41:00,6700,Transfer,ATM
TXN1827,CUST023,Lucy Gathoni,2026-06-20 13:50:00,15600,Withdrawal,Mobile
TXN1919,CUST067,Rebecca Wambui,2026-06-20 13:57:00,500,Transfer,ATM
TXN1815,CUST015,Sarah Chebet,2026-06-20 14:15:00,4200,Transfer,Mobile
TXN1801,CUST006,Francis Achieng,2026-06-20 14:17:00,8900,Transfer,Mobile
TXN1814,CUST014,David Gathoni,2026-06-20 14:17:00,34500,Transfer,Mobile
TXN1900,CUST059,David Achieng,2026-06-20 14:17:00,27500,Withdrawal,ATM
TXN1860,CUST041,Victor Mwangi,2026-06-20 14:23:00,500,Withdrawal,Mobile
TXN1932,CUST078,Caroline Kilonzo,2026-06-20 14:29:00,41000,Transfer,ATM
TXN1854,CUST038,Eric Kiptoo,2026-06-20 14:36:00,750,Transfer,Agent
TXN1868,CUST044,Grace Njoki,2026-06-20 14:45:00,11200,Transfer,Agent
TXN1882,CUST050,Peter Wambui,2026-06-20 14:49:00,500,Withdrawal,Agent
TXN1913,CUST064,Eric Chebet,2026-06-20 14:49:00,5400,Transfer,Branch
TXN1930,CUST076,Amina Hassan,2026-06-20 14:49:00,5400,Withdrawal,Branch
TXN1817,CUST016,David Kariuki,2026-06-20 15:13:00,3400,Withdrawal,Branch
TXN1816,CUST015,Sarah Chebet,2026-06-20 15:16:00,11200,Withdrawal,Agent
TXN1861,CUST041,Victor Mwangi,2026-06-20 15:24:00,18300,Deposit,Branch
TXN1901,CUST060,Paul Hassan,2026-06-20 15:38:00,1200,Withdrawal,ATM
TXN1831,CUST027,Anthony Otieno,2026-06-20 15:49:00,9800,Withdrawal,Mobile
TXN1904,CUST060,Paul Hassan,2026-06-20 15:50:00,5400,Deposit,Mobile
TXN1803,CUST009,Fatuma Kariuki,2026-06-20 16:06:00,500,Deposit,Branch
TXN1907,CUST062,Beatrice Njeri,2026-06-20 16:07:00,12000,Deposit,ATM
TXN1923,CUST070,Samuel Njoki,2026-06-20 16:16:00,27500,Deposit,Branch
TXN1875,CUST046,George Nyambura,2026-06-20 16:20:00,18300,Deposit,Mobile
TXN1821,CUST019,Victor Hassan,2026-06-20 16:33:00,2300,Deposit,Mobile
TXN1825,CUST021,Anthony Kiptoo,2026-06-20 16:49:00,4200,Deposit,Agent
TXN1826,CUST023,Lucy Gathoni,2026-06-20 16:58:00,4200,Withdrawal,Agent
TXN1840,CUST030,Josephine Nyambura,2026-06-20 16:58:00,1200,Deposit,ATM
TXN1864,CUST042,Faith Hassan,2026-06-20 16:58:00,41000,Transfer,Mobile
TXN1917,CUST066,Mercy Onyango,2026-06-20 17:10:00,41000,Transfer,Agent
TXN1830,CUST025,Caroline Kimani,2026-06-20 17:21:00,1800,Withdrawal,ATM
TXN1849,CUST034,James Kariuki,2026-06-20 17:40:00,1200,Deposit,Branch
TXN1834,CUST028,Nancy Achieng,2026-06-20 17:49:00,22000,Withdrawal,Agent
TXN1893,CUST055,Dennis Wanjiru,2026-06-20 17:54:00,6700,Transfer,Mobile
TXN1915,CUST066,Mercy Onyango,2026-06-20 18:01:00,1800,Deposit,Branch
TXN1896,CUST056,Susan Odhiambo,2026-06-20 18:04:00,27500,Deposit,Branch
TXN1798,CUST001,George Hassan,2026-06-20 18:11:00,15600,Deposit,ATM
TXN1874,CUST045,Rebecca Gathoni,2026-06-20 18:11:00,750,Deposit,ATM
TXN1872,CUST045,Rebecca Gathoni,2026-06-20 18:33:00,4200,Transfer,Agent
TXN1808,CUST010,Peter Wafula,2026-06-20 18:35:00,2300,Withdrawal,ATM
TXN1927,CUST073,Amina Njeri,2026-06-20 18:37:00,34500,Deposit,Mobile
TXN1862,CUST041,Victor Mwangi,2026-06-20 18:38:00,18300,Withdrawal,Agent
TXN1933,CUST080,Mercy Omondi,2026-06-20 18:46:00,1200,Deposit,Branch
TXN1855,CUST040,John Omondi,2026-06-20 18:55:00,27500,Transfer,ATM
TXN1888,CUST053,Anthony Muthoni,2026-06-20 18:55:00,3400,Transfer,ATM
TXN1848,CUST032,Susan Odhiambo,2026-06-20 18:56:00,18300,Deposit,Branch
TXN1935,CUST080,Mercy Omondi,2026-06-20 18:56:00,22000,Transfer,Branch
TXN1881,CUST048,Rose Gathoni,2026-06-20 18:58:00,12000,Transfer,Agent
TXN1928,CUST076,Amina Hassan,2026-06-20 19:02:00,5400,Transfer,Mobile
TXN1807,CUST010,Peter Wafula,2026-06-20 19:04:00,34500,Deposit,Mobile
TXN1880,CUST048,Rose Gathoni,2026-06-20 19:04:00,750,Deposit,Agent
TXN1920,CUST067,Rebecca Wambui,2026-06-20 19:06:00,9800,Withdrawal,Branch
TXN1905,CUST061,Ann Chebet,2026-06-20 19:11:00,500,Transfer,Agent
TXN1912,CUST064,Eric Chebet,2026-06-20 19:12:00,1800,Transfer,Mobile
TXN1828,CUST023,Lucy Gathoni,2026-06-20 19:15:00,3400,Transfer,Branch
TXN1914,CUST064,Eric Chebet,2026-06-20 19:16:00,5400,Transfer,Agent
TXN1829,CUST024,Anthony Achieng,2026-06-20 19:22:00,3400,Withdrawal,Branch
TXN1886,CUST052,David Kiptoo,2026-06-20 19:25:00,12000,Transfer,Agent
TXN1870,CUST044,Grace Njoki,2026-06-20 19:34:00,11200,Withdrawal,Branch
TXN1841,CUST030,Josephine Nyambura,2026-06-20 19:40:00,9800,Deposit,ATM
TXN1859,CUST041,Victor Mwangi,2026-06-20 19:43:00,1200,Transfer,ATM
TXN1819,CUST016,David Kariuki,2026-06-20 19:50:00,41000,Withdrawal,Branch
TXN1892,CUST055,Dennis Wanjiru,2026-06-20 19:54:00,3400,Withdrawal,Branch
TXN1871,CUST045,Rebecca Gathoni,2026-06-20 19:56:00,1200,Withdrawal,Agent
TXN1921,CUST068,Victor Odhiambo,2026-06-20 19:56:00,22000,Deposit,Mobile
TXN1899,CUST058,John Njeri,2026-06-20 20:20:00,5400,Withdrawal,ATM
TXN1929,CUST076,Amina Hassan,2026-06-20 20:20:00,9800,Transfer,ATM
TXN1878,CUST048,Rose Gathoni,2026-06-20 20:26:00,4200,Deposit,Mobile
TXN1925,CUST070,Samuel Njoki,2026-06-20 20:33:00,15600,Transfer,ATM
TXN1837,CUST029,Rose Wafula,2026-06-20 20:40:00,27500,Deposit,Mobile
TXN1835,CUST028,Nancy Achieng,2026-06-20 20:44:00,8900,Withdrawal,ATM
TXN1836,CUST028,Nancy Achieng,2026-06-20 20:50:00,41000,Withdrawal,ATM
TXN1977,CUST026,Rebecca Njoki,2026-06-21 07:04:00,11200,Withdrawal,Branch
TXN1989,CUST029,Rose Wafula,2026-06-21 07:04:00,8900,Withdrawal,Agent
TXN1942,CUST004,Lucy Odhiambo,2026-06-21 07:09:00,18300,Withdrawal,ATM
TXN2076,CUST076,Amina Hassan,2026-06-21 07:14:00,500,Withdrawal,Agent
TXN2020,CUST046,George Nyambura,2026-06-21 07:23:00,22000,Withdrawal,Mobile
TXN1964,CUST017,Grace Wafula,2026-06-21 07:26:00,34500,Withdrawal,Agent
TXN2024,CUST048,Rose Gathoni,2026-06-21 07:26:00,4200,Deposit,ATM
TXN1997,CUST034,James Kariuki,2026-06-21 07:30:00,18300,Deposit,Mobile
TXN2016,CUST044,Grace Njoki,2026-06-21 07:38:00,18300,Transfer,Mobile
TXN1969,CUST022,Rebecca Mwangi,2026-06-21 07:41:00,34500,Withdrawal,ATM
TXN1958,CUST014,David Gathoni,2026-06-21 07:53:00,1200,Transfer,Mobile
TXN2064,CUST070,Samuel Njoki,2026-06-21 07:59:00,1800,Deposit,Branch
TXN2049,CUST060,Paul Hassan,2026-06-21 08:02:00,27500,Withdrawal,ATM
TXN2004,CUST039,Charles Njoki,2026-06-21 08:03:00,15600,Transfer,Mobile
TXN2065,CUST071,James Hassan,2026-06-21 08:04:00,1200,Transfer,Agent
TXN2006,CUST040,John Omondi,2026-06-21 08:05:00,22000,Deposit,ATM
TXN1999,CUST036,Diana Omondi,2026-06-21 08:31:00,22000,Withdrawal,Branch
TXN2036,CUST054,Paul Chebet,2026-06-21 08:33:00,12000,Deposit,Mobile
TXN1952,CUST008,Josephine Onyango,2026-06-21 08:34:00,27500,Deposit,Mobile
TXN1953,CUST008,Josephine Onyango,2026-06-21 08:46:00,6700,Withdrawal,Mobile
TXN2059,CUST065,Rebecca Wambui,2026-06-21 08:51:00,500,Withdrawal,Mobile
TXN2073,CUST074,Sarah Mwangi,2026-06-21 09:00:00,5400,Transfer,Branch
TXN2031,CUST051,Daniel Njoki,2026-06-21 09:05:00,41000,Deposit,ATM
TXN2028,CUST050,Peter Wambui,2026-06-21 09:16:00,6700,Transfer,Mobile
TXN2061,CUST065,Rebecca Wambui,2026-06-21 09:16:00,6700,Withdrawal,Mobile
TXN2014,CUST043,Rose Onyango,2026-06-21 09:24:00,9800,Transfer,Mobile
TXN1987,CUST029,Rose Wafula,2026-06-21 09:30:00,2300,Withdrawal,ATM
TXN2062,CUST069,Moses Kariuki,2026-06-21 09:30:00,9800,Withdrawal,Agent
